288,192,20,31
291,192,20,31
293,192,20,31
296,192,20,31
299,192,20,31
302,192,20,31
305,192,20,31
309,192,20,31
313,192,20,31
316,192,20,31
319,192,20,31
323,192,20,31
327,191,20,31
330,191,20,31
334,191,20,31
336,190,20,31
340,190,20,31
342,189,20,31
347,190,20,31
349,189,20,31
353,192,21,32
357,194,21,32
358,193,21,33
358,191,21,33
357,184,21,32
359,180,21,32
361,178,21,32
363,179,21,32
363,179,20,31
362,179,20,31
366,163,20,31
365,161,20,31
367,159,20,31
365,158,21,32
366,130,21,32
367,130,21,33
370,130,22,33
