294,197,20,32
294,191,21,33
296,192,21,33
299,191,21,33
302,191,21,33
304,191,21,33
308,192,21,33
310,192,21,33
314,192,21,33
316,191,21,33
320,191,21,33
324,191,21,33
328,190,21,33
331,190,21,33
335,189,21,33
338,190,21,33
341,189,21,33
344,189,21,33
348,189,21,33
350,188,21,33
352,187,21,33
358,191,21,33
360,192,21,33
359,189,21,33
361,188,21,33
363,187,21,33
365,188,21,33
367,187,21,33
369,188,21,33
367,185,21,33
368,184,21,33
371,183,21,33
370,179,21,33
369,178,22,34
370,178,22,34
371,176,22,34
371,171,22,34
372,167,22,34
372,166,22,34
372,166,22,34
400,193,21,33
402,195,21,33
405,195,21,33
407,195,21,33
409,195,21,33
411,194,21,33
413,195,21,33
416,194,21,33
418,195,21,33
420,194,21,33
422,195,21,33
423,195,21,33
422,193,21,33
423,193,21,33
424,193,21,33
425,193,21,33
426,193,21,33
427,193,21,33
428,194,21,33
428,193,21,33
429,194,21,33
430,194,21,33
431,194,21,33
433,195,21,33
434,195,21,33
435,196,21,33
437,196,21,33
439,196,21,33
441,197,21,33
443,197,21,33
445,197,21,33
446,197,21,33
448,196,21,33
450,196,21,33
452,196,21,33
454,196,21,33
456,196,21,33
458,196,21,33
460,196,21,33
458,195,21,34
459,194,21,34
461,195,21,34
462,194,21,34
466,196,21,33
467,197,21,33
468,197,21,33
465,196,21,34
469,197,21,33
467,196,21,34
467,197,21,34
468,197,21,34
469,197,21,34
470,197,21,34
470,198,21,34
471,197,21,34
472,199,21,34
472,199,21,34
473,200,21,34
474,201,21,34
475,201,21,34
475,201,21,34
476,202,21,34
475,199,22,34
475,198,22,34
475,199,22,34
476,199,22,34
475,198,22,34
476,199,22,34
477,198,22,34
477,199,22,34
478,198,22,34
478,199,22,34
478,199,22,34
473,196,22,35
473,194,22,35
472,195,22,35
472,194,22,35
471,195,22,35
471,195,22,35
471,196,22,35
466,191,22,35
466,191,22,35
470,195,22,35
470,196,22,35
466,193,22,35
458,192,23,36
464,192,22,35
465,193,22,35
457,193,23,36
457,195,23,36
457,194,23,36
457,195,23,36
457,194,23,36
456,195,23,36
458,194,23,36
457,195,23,36
458,194,23,36
457,195,23,36
458,194,23,36
457,194,23,36
458,193,23,36
457,194,23,36
460,193,23,36
461,194,23,36
460,194,23,36
460,194,23,36
448,189,24,37
447,190,24,37
446,190,24,37
446,190,24,37
445,190,24,37
445,192,23,37
444,190,24,37
444,192,23,37
443,193,23,37
445,195,23,36
443,196,23,36
445,198,23,36
441,197,23,36
439,197,23,36
436,197,23,36
434,198,23,36
432,198,23,36
428,199,23,36
426,199,23,36
422,199,23,36
420,199,23,36
417,198,23,36
415,197,23,36
412,198,23,36
409,199,23,36
406,197,23,36
403,198,23,36
401,197,23,36
399,196,23,36
397,196,23,36
394,196,23,36
392,195,23,36
391,197,23,36
389,196,23,36
387,197,23,36
385,196,23,36
384,197,23,36
382,196,23,36
380,197,23,36
378,196,23,36
376,197,23,36
374,197,23,36
372,196,23,36
369,197,23,36
367,195,23,36
365,196,23,36
360,194,23,37
357,194,23,37
356,196,23,36
350,194,23,37
349,197,23,36
343,195,23,37
340,195,23,37
336,194,23,37
333,193,23,37
330,194,23,37
326,193,23,37
322,190,24,37
319,192,23,37
315,190,24,37
312,189,24,37
310,188,24,37
308,191,23,37
306,191,23,37
302,189,24,37
301,191,23,37
299,191,23,37
296,191,23,37
292,189,24,37
290,191,23,37
286,189,24,37
283,189,24,37
280,189,24,37
277,189,24,38
274,189,24,37
272,190,24,37
270,190,24,38
275,199,24,38
268,196,25,39
260,186,26,40
259,186,26,40
259,185,26,40
257,188,25,40
260,186,26,40
260,185,26,40
260,185,26,40
259,185,26,40
259,184,26,40
261,173,25,39
229,192,24,38
216,189,25,39
215,190,25,39
213,189,25,39
212,189,25,39
212,191,24,38
208,189,25,39
209,191,24,38
207,192,24,38
205,192,24,38
203,193,24,38
200,193,24,38
198,193,24,38
194,192,25,39
191,193,25,39
188,194,25,39
185,194,25,39
183,195,25,39
180,196,25,39
176,194,25,39
173,195,25,39
170,194,25,39
168,195,25,39
164,193,25,40
162,194,25,40
160,193,25,40
158,193,25,40
156,192,26,40
154,192,26,40
152,191,26,40
151,191,26,40
148,189,26,41
147,190,26,41
146,188,26,41
147,189,26,41
146,188,26,41
145,187,26,41
146,189,26,41
145,187,26,41
145,188,26,41
146,187,26,41
144,186,27,42
145,187,27,42
145,187,27,42
146,186,27,42
147,187,27,42
145,185,27,42
147,187,27,42
145,185,27,42
146,186,27,42
147,185,27,42
147,186,27,42
145,184,27,43
145,185,27,43
146,183,27,43
145,184,27,43
144,183,28,44
143,183,28,44
143,182,28,44
143,183,28,44
140,181,28,44
139,180,28,44
139,180,28,44
139,181,28,44
139,180,28,44
139,181,28,44
137,180,28,45
137,181,28,45
137,181,28,45
137,182,28,45
138,182,28,45
138,183,28,45
136,181,29,45
137,181,29,45
137,182,29,45
138,183,29,45
136,182,29,46
138,183,29,46
140,182,29,46
142,183,29,46
144,183,29,46
146,183,30,46
149,184,30,46
152,185,30,46
155,184,30,46
159,184,30,46
162,185,30,46
163,182,30,47
166,183,30,47
169,181,30,47
172,182,30,47
175,183,30,47
175,182,30,48
178,180,30,48
181,180,30,48
184,179,30,48
187,179,30,48
190,177,30,48
192,178,30,48
195,177,30,48
197,178,30,48
200,176,30,48
202,177,30,48
205,176,30,48
208,177,30,48
210,176,30,48
213,175,30,48
214,172,31,48
220,174,30,48
221,172,31,48
226,175,30,48
227,173,31,48
233,176,30,48
234,174,31,48
241,181,30,47
243,180,30,48
246,177,31,48
253,183,30,47
253,179,31,48
257,180,31,48
264,186,30,47
266,183,31,48
270,184,31,48
275,187,30,48
277,184,31,49
285,191,30,48
286,187,31,49
293,193,30,48
294,190,31,49
301,196,30,48
302,193,31,49
305,194,31,49
309,196,31,49
312,197,31,49
315,198,31,49
319,199,31,49
326,205,30,48
324,198,32,50
328,199,31,49
331,200,31,49
334,200,31,49
337,201,31,49
339,200,31,49
342,202,31,49
346,205,31,48
348,205,31,48
349,204,31,48
350,204,31,48
353,207,30,48
356,207,30,48
357,205,30,48
358,206,30,47
357,204,30,48
359,204,30,47
361,207,30,47
361,204,30,47
362,206,29,46
362,204,29,46
362,202,29,46
368,207,29,45
368,205,29,45
367,202,29,45
370,205,28,44
371,204,28,44
373,206,28,44
