542,293,58,124
548,294,57,125
551,295,57,126
560,295,57,127
565,294,57,128
572,295,57,128
577,292,56,129
583,292,56,129
588,293,57,129
597,295,57,128
602,295,59,127
611,297,59,126
620,294,59,126
625,294,59,125
630,292,59,124
635,290,59,123
647,296,59,123
649,291,59,121
653,288,59,120
657,289,60,119
663,287,60,118
678,296,60,118
677,293,60,119
682,293,60,120
686,294,59,120
707,304,59,121
705,302,58,121
700,294,58,122
708,299,58,122
707,297,57,123
716,299,56,123
720,294,56,123
724,297,56,123
728,284,56,123
732,293,56,123
736,280,56,123
740,280,56,123
744,289,56,123
748,297,56,123
752,292,56,123
756,312,56,123
760,310,56,123
764,310,56,123
768,310,56,123
772,311,56,123
776,310,56,123
782,310,56,123
785,310,56,123
790,310,56,123
794,310,56,123
798,310,56,123
802,308,56,123
810,307,56,123
810,304,57,124
812,306,57,123
808,302,58,123
810,302,59,123
811,302,60,124
812,301,61,124
814,302,62,124
815,303,62,125
817,304,63,125
819,303,64,126
822,305,65,126
824,304,65,127
827,304,66,128
831,303,66,129
836,304,66,129
841,304,66,129
844,305,66,128
849,305,66,128
853,303,65,128
857,302,64,128
851,292,64,128
848,287,63,128
856,293,63,128
868,298,63,128
863,294,62,130
873,296,62,130
869,293,61,131
877,298,61,131
882,296,61,131
882,298,61,131
884,297,61,131
879,293,61,132
887,296,61,131
889,297,62,131
890,296,62,131
890,298,63,131
887,293,63,131
888,295,63,130
895,299,63,130
897,300,63,130
900,302,63,130
907,307,63,130
915,312,63,130
912,309,62,130
913,309,62,130
915,311,61,131
902,305,61,131
918,314,61,131
908,307,60,131
920,315,60,131
920,316,60,131
908,308,60,131
918,312,59,131
921,312,59,131
921,312,59,131
915,307,59,131
924,309,59,132
908,301,59,132
914,306,59,132
910,300,59,132
915,304,59,132
916,305,59,132
909,300,59,132
910,301,59,132
909,298,59,132
908,299,59,132
902,292,59,132
889,294,59,132
908,297,59,132
908,298,59,132
908,297,59,132
908,299,59,132
907,300,59,132
889,294,59,132
878,293,58,132
861,279,58,132
864,288,58,132
862,288,58,132
860,290,58,132
879,292,58,132
878,296,58,132
881,293,58,132
883,293,58,132
879,293,58,132
882,291,58,132
884,292,58,132
889,298,58,132
875,288,58,132
883,291,58,132
883,290,58,132
879,291,58,132
882,291,58,132
894,299,58,132
880,293,58,132
879,294,58,132
871,291,58,132
877,295,58,132
874,296,58,132
855,285,58,132
877,302,58,132
862,290,58,132
871,303,58,133
866,296,58,133
864,305,58,133
862,306,58,134
857,305,58,135
851,308,58,135
847,310,58,136
833,295,59,137
837,299,59,137
824,297,60,138
818,296,60,139
813,297,61,139
816,308,61,139
806,300,62,139
801,299,62,140
796,299,62,140
791,303,62,140
783,298,61,141
780,296,62,141
774,296,61,141
771,296,61,142
768,295,61,142
766,293,61,142
751,289,61,143
755,293,61,144
751,293,61,144
748,293,61,145
748,291,61,145
743,293,61,146
734,292,62,146
735,292,62,147
730,291,62,147
725,292,63,147
721,290,63,148
715,291,64,148
709,290,64,148
703,292,64,148
700,291,65,148
699,299,65,148
691,300,67,148
686,299,67,148
674,292,68,149
660,283,69,149
660,293,69,149
647,282,71,150
646,291,71,149
638,293,72,149
630,296,72,150
621,285,73,151
609,279,73,151
603,285,73,151
596,279,72,152
595,283,71,152
588,281,70,153
580,280,70,154
576,281,71,154
570,280,72,154
562,277,71,154
556,275,71,154
551,277,70,153
545,276,69,153
542,276,68,153
540,286,67,153
531,278,66,152
524,279,65,152
516,280,65,152
513,294,64,152
507,295,64,152
500,291,64,152
489,271,64,152
488,256,64,152
487,251,64,152
487,253,64,152
487,253,64,152
490,256,64,152
486,257,64,152
481,257,64,152
475,271,64,152
474,277,64,152
468,282,64,152
464,296,64,152
451,300,64,152
423,297,64,153
407,284,65,155
398,278,66,158
393,277,67,161
388,275,68,163
382,275,70,163
374,273,71,164
370,274,71,164
367,273,72,165
361,272,73,167
358,272,74,168
352,273,76,169
350,277,77,170
344,277,79,172
336,272,80,174
327,272,81,175
322,272,82,174
318,273,82,175
314,274,83,176
308,273,84,176
310,283,85,177
304,279,86,180
291,273,88,184
282,268,88,187
279,265,89,189
275,264,89,191
268,257,90,192
265,260,90,193
262,257,89,194
260,256,89,196
255,250,89,196
253,251,89,196
251,251,90,196
252,250,90,196
253,251,91,196
257,252,91,196
260,253,92,197
256,248,92,199
262,250,92,201
254,242,92,201
266,251,93,202
259,244,94,201
